read	contig	start	end	strand
read_00001003	seq_1060-0037-#1#1	3361	3561	+
read_00001004	seq_1060-0037-#1#1	7831	8031	-
read_00001005	seq_1060-0037-#1#1	6614	6814	-
read_00001006	seq_1060-0037-#1#1	6755	6955	+
read_00001007	seq_1060-0037-#1#1	7244	7444	-
read_00001008	seq_1060-0037-#1#1	170	370	-
read_00001009	seq_1060-0037-#1#1	6782	6982	+
read_00001010	seq_1060-0037-#1#1	108	308	-
read_00001011	seq_1060-0037-#1#1	5159	5359	-
read_00001012	seq_1060-0037-#1#1	1546	1746	+
read_00001013	seq_1060-0037-#1#1	6709	6909	-
read_00001014	seq_1060-0037-#1#1	5600	5800	-
read_00001015	seq_1060-0037-#1#1	3304	3504	-
read_00001016	seq_1060-0037-#1#1	9240	9440	+
read_00001017	seq_1060-0037-#1#1	199	399	+
read_00001018	seq_1060-0037-#1#1	7115	7315	+
read_00001019	seq_1060-0037-#1#1	6601	6801	-
read_00001020	seq_1060-0037-#1#1	3727	3927	+
read_00001021	seq_1060-0037-#1#1	2300	2500	+
read_00001022	seq_1060-0037-#1#1	7547	7747	+
read_00001023	seq_1060-0037-#1#1	7386	7586	+
read_00001024	seq_1060-0037-#1#1	6102	6302	+
read_00001025	seq_1060-0037-#1#1	5635	5835	-
read_00001026	seq_1060-0037-#1#1	8310	8510	-
read_00001027	seq_1060-0037-#1#1	6614	6814	+
read_00001028	seq_1060-0037-#1#1	1463	1663	+
read_00001029	seq_1060-0037-#1#1	2413	2613	+
read_00001030	seq_1060-0037-#1#1	6203	6403	-
read_00001031	seq_1060-0037-#1#1	670	870	-
read_00001032	seq_1060-0037-#1#1	3147	3347	-
read_00001033	seq_1060-0037-#1#1	9504	9704	+
read_00001034	seq_1060-0037-#1#1	5286	5486	+
read_00001035	seq_1060-0037-#1#1	4616	4816	-
read_00001036	seq_1060-0037-#1#1	6362	6562	+
read_00001037	seq_1060-0037-#1#1	9162	9362	-
read_00001038	seq_1060-0037-#1#1	674	874	-
read_00001039	seq_1060-0037-#1#1	8142	8342	-
read_00001040	seq_1060-0037-#1#1	5965	6165	+
read_00001041	seq_1060-0037-#1#1	6600	6800	-
read_00001042	seq_1060-0037-#1#1	5337	5537	+
read_00001043	seq_1060-0037-#1#1	9515	9715	+
read_00001044	seq_1060-0037-#1#1	4271	4471	-
read_00001045	seq_1060-0037-#1#1	9398	9598	+
read_00001046	seq_1060-0037-#1#1	8327	8527	-
read_00001047	seq_1060-0037-#1#1	4635	4835	-
read_00001048	seq_1060-0037-#1#1	6234	6434	-
read_00001049	seq_1060-0037-#1#1	4130	4330	-
read_00001050	seq_1060-0037-#1#1	1566	1766	-
read_00001051	seq_1060-0037-#1#1	1465	1665	+
read_00001052	seq_1060-0037-#1#1	6244	6444	+
read_00001053	seq_1060-0037-#1#1	7284	7484	+
read_00001054	seq_1060-0037-#1#1	3632	3832	+
read_00001055	seq_1060-0037-#1#1	7362	7562	-
read_00001056	seq_1060-0037-#1#1	7318	7518	-
read_00001057	seq_1060-0037-#1#1	7424	7624	-
read_00001058	seq_1060-0037-#1#1	6385	6585	+
read_00001059	seq_1060-0037-#1#1	8584	8784	+
read_00001060	seq_1060-0037-#1#1	9712	9912	+
read_00001061	seq_1060-0037-#1#1	3021	3221	+
read_00001062	seq_1060-0037-#1#1	3235	3435	-
read_00001063	seq_1060-0037-#1#1	8225	8425	+
read_00001064	seq_1060-0037-#1#1	8964	9164	-
read_00001065	seq_1060-0037-#1#1	895	1095	-
read_00001066	seq_1060-0037-#1#1	5359	5559	-
read_00001067	seq_1060-0037-#1#1	4438	4638	-
read_00001068	seq_1060-0037-#1#1	912	1112	+
read_00001069	seq_1060-0037-#1#1	5444	5644	-
read_00001070	seq_1060-0037-#1#1	1897	2097	+
read_00001071	seq_1060-0037-#1#1	1855	2055	-
read_00001072	seq_1060-0037-#1#1	7017	7217	-
read_00001073	seq_1060-0037-#1#1	769	969	+
read_00001074	seq_1060-0037-#1#1	9846	10046	-
read_00001075	seq_1060-0037-#1#1	5747	5947	+
read_00001076	seq_1060-0037-#1#1	2050	2250	-
read_00001077	seq_1060-0037-#1#1	4772	4972	-
read_00001078	seq_1060-0037-#1#1	6276	6476	+
read_00001079	seq_1060-0037-#1#1	4570	4770	-
read_00001080	seq_1060-0037-#1#1	2597	2797	+
read_00001081	seq_1060-0037-#1#1	2139	2339	-
read_00001082	seq_1060-0037-#1#1	5663	5863	+
read_00001083	seq_1060-0037-#1#1	490	690	-
read_00001084	seq_1060-0037-#1#1	1779	1979	-
read_00001085	seq_1060-0037-#1#1	8136	8336	+
read_00001086	seq_1060-0037-#1#1	3215	3415	+
read_00001087	seq_1060-0037-#1#1	6256	6456	-
read_00001088	seq_1060-0037-#1#1	2807	3007	-
read_00001089	seq_1060-0037-#1#1	958	1158	-
read_00001090	seq_1060-0037-#1#1	8280	8480	+
read_00001091	seq_1060-0037-#1#1	9143	9343	-
read_00001092	seq_1060-0037-#1#1	7696	7896	+
read_00001093	seq_1060-0037-#1#1	8225	8425	-
read_00001094	seq_1060-0037-#1#1	9285	9485	+
read_00001095	seq_1060-0037-#1#1	9655	9855	+
read_00001096	seq_1060-0037-#1#1	9334	9534	-
read_00001097	seq_1060-0037-#1#1	5287	5487	+
read_00001098	seq_1060-0037-#1#1	8044	8244	-
read_00001099	seq_1060-0037-#1#1	5268	5468	-
read_00001100	seq_1060-0037-#1#1	4320	4520	+
read_00001101	seq_1060-0037-#1#1	2097	2297	+
read_00001102	seq_1060-0037-#1#1	9069	9269	-
read_00001103	seq_1060-0037-#1#1	8933	9133	-
read_00001104	seq_1060-0037-#1#1	5734	5934	-
read_00001105	seq_1060-0037-#1#1	2750	2950	-
read_00001106	seq_1060-0037-#1#1	9817	10017	-
read_00001107	seq_1060-0037-#1#1	2067	2267	+
read_00001108	seq_1060-0037-#1#1	1684	1884	+
read_00001109	seq_1060-0037-#1#1	4568	4768	-
read_00001110	seq_1060-0037-#1#1	9270	9470	+
read_00001111	seq_1060-0037-#1#1	5504	5704	-
read_00001112	seq_1060-0037-#1#1	1604	1804	-
read_00001113	seq_1060-0037-#1#1	3193	3393	+
read_00001114	seq_1060-0037-#1#1	551	751	-
read_00001115	seq_1060-0037-#1#1	9687	9887	-
read_00001116	seq_1060-0037-#1#1	1941	2141	-
read_00001117	seq_1060-0037-#1#1	8308	8508	+
read_00001118	seq_1060-0037-#1#1	6521	6721	-
read_00001119	seq_1060-0037-#1#1	9088	9288	-
read_00001120	seq_1060-0037-#1#1	8075	8275	-
read_00001121	seq_1060-0037-#1#1	3050	3250	+
read_00001122	seq_1060-0037-#1#1	7398	7598	-
read_00001123	seq_1060-0037-#1#1	5657	5857	-
read_00001124	seq_1060-0037-#1#1	5547	5747	-
read_00001125	seq_1060-0037-#1#1	4546	4746	+
read_00001126	seq_1060-0037-#1#1	3719	3919	-
read_00001127	seq_1060-0037-#1#1	8814	9014	+
read_00001128	seq_1060-0037-#1#1	4996	5196	+
read_00001129	seq_1060-0037-#1#1	5524	5724	-
read_00001130	seq_1060-0037-#1#1	2897	3097	+
read_00001131	seq_1060-0037-#1#1	1339	1539	-
read_00001132	seq_1060-0037-#1#1	2311	2511	+
read_00001133	seq_1060-0037-#1#1	4583	4783	-
read_00001134	seq_1060-0037-#1#1	7459	7659	-
read_00001135	seq_1060-0037-#1#1	9	209	-
read_00001136	seq_1060-0037-#1#1	9249	9449	+
read_00001137	seq_1060-0037-#1#1	5410	5610	+
read_00001138	seq_1060-0037-#1#1	6070	6270	-
read_00001139	seq_1060-0037-#1#1	3026	3226	-
read_00001140	seq_1060-0037-#1#1	5835	6035	+
read_00001141	seq_1060-0037-#1#1	3429	3629	-
read_00001142	seq_1060-0037-#1#1	9471	9671	-
read_00001143	seq_1060-0037-#1#1	2218	2418	+
read_00001144	seq_1060-0037-#1#1	1874	2074	-
read_00001145	seq_1060-0037-#1#1	4797	4997	+
read_00001146	seq_1060-0037-#1#1	6627	6827	-
read_00001147	seq_1060-0037-#1#1	4099	4299	-
read_00001148	seq_1060-0037-#1#1	7534	7734	-
read_00001149	seq_1060-0037-#1#1	7206	7406	+
read_00001150	seq_1060-0037-#1#1	7702	7902	-
read_00001151	seq_1060-0037-#1#1	5890	6090	+
read_00001152	seq_1060-0037-#1#1	8961	9161	+
read_00001153	seq_1060-0037-#1#1	4071	4271	+
read_00001154	seq_1060-0037-#1#1	9372	9572	+
read_00001155	seq_1060-0037-#1#1	6520	6720	-
read_00001156	seq_1060-0037-#1#1	3124	3324	+
read_00001157	seq_1060-0037-#1#1	2935	3135	-
read_00001158	seq_1060-0037-#1#1	8363	8563	-
read_00001159	seq_1060-0037-#1#1	4250	4450	-
read_00001160	seq_1060-0037-#1#1	8514	8714	+
read_00001161	seq_1060-0037-#1#1	101	301	+
read_00001162	seq_1060-0037-#1#1	2871	3071	-
read_00001163	seq_1060-0037-#1#1	7992	8192	+
read_00001164	seq_1060-0037-#1#1	5897	6097	+
read_00001165	seq_1060-0037-#1#1	9490	9690	-
read_00001166	seq_1060-0037-#1#1	4326	4526	+
read_00001167	seq_1060-0037-#1#1	8708	8908	+
read_00001168	seq_1060-0037-#1#1	3056	3256	-
read_00001169	seq_1060-0037-#1#1	3308	3508	+
read_00001170	seq_1060-0037-#1#1	5360	5560	+
read_00001171	seq_1060-0037-#1#1	9051	9251	+
read_00001172	seq_1060-0037-#1#1	3600	3800	+
read_00001173	seq_1060-0037-#1#1	4489	4689	-
read_00001174	seq_1060-0037-#1#1	4067	4267	-
read_00001175	seq_1060-0037-#1#1	535	735	+
read_00001176	seq_1060-0037-#1#1	7349	7549	-
read_00001177	seq_1060-0037-#1#1	923	1123	+
read_00001178	seq_1060-0037-#1#1	3589	3789	-
read_00001179	seq_1060-0037-#1#1	4032	4232	+
read_00001180	seq_1060-0037-#1#1	7274	7474	-
read_00001181	seq_1060-0037-#1#1	5813	6013	+
read_00001182	seq_1060-0037-#1#1	8528	8728	+
read_00001183	seq_1060-0037-#1#1	3356	3556	+
read_00001184	seq_1060-0037-#1#1	3941	4141	-
read_00001185	seq_1060-0037-#1#1	7502	7702	-
read_00001186	seq_1060-0037-#1#1	8457	8657	-
read_00001187	seq_1060-0037-#1#1	7564	7764	-
read_00001188	seq_1060-0037-#1#1	6227	6427	+
read_00001189	seq_1060-0037-#1#1	512	712	-
read_00001190	seq_1060-0037-#1#1	1579	1779	-
read_00001191	seq_1060-0037-#1#1	6287	6487	-
read_00001192	seq_1060-0037-#1#1	992	1192	+
read_00001193	seq_1060-0037-#1#1	7659	7859	+
read_00001194	seq_1060-0037-#1#1	2131	2331	+
read_00001195	seq_1060-0037-#1#1	6791	6991	-
read_00001196	seq_1060-0037-#1#1	3461	3661	+
read_00001197	seq_1060-0037-#1#1	4860	5060	-
read_00001198	seq_1060-0037-#1#1	3384	3584	-
read_00001199	seq_1060-0037-#1#1	5207	5407	-
read_00001200	seq_1060-0037-#1#1	8562	8762	+
read_00001201	seq_1060-0037-#1#1	6484	6684	+
read_00001202	seq_1060-0037-#1#1	477	677	-
read_00001203	seq_1060-0037-#1#1	7823	8023	+
read_00001204	seq_1060-0037-#1#1	2781	2981	-
read_00001205	seq_1060-0037-#1#1	9859	10059	-
read_00001206	seq_1060-0037-#1#1	3079	3279	-
read_00001207	seq_1060-0037-#1#1	4920	5120	-
read_00001208	seq_1060-0037-#1#1	312	512	-
read_00001209	seq_1060-0037-#1#1	8206	8406	-
read_00001210	seq_1060-0037-#1#1	3320	3520	+
read_00001211	seq_1060-0037-#1#1	6103	6303	-
read_00001212	seq_1060-0037-#1#1	8496	8696	-
read_00001213	seq_1060-0037-#1#1	3474	3674	+
read_00001214	seq_1060-0037-#1#1	3540	3740	+
read_00001215	seq_1060-0037-#1#1	4893	5093	-
read_00001216	seq_1060-0037-#1#1	6513	6713	+
read_00001217	seq_1060-0037-#1#1	4622	4822	+
read_00001218	seq_1060-0037-#1#1	2903	3103	-
read_00001219	seq_1060-0037-#1#1	8994	9194	-
read_00001220	seq_1060-0037-#1#1	3326	3526	+
read_00001221	seq_1060-0037-#1#1	839	1039	-
read_00001222	seq_1060-0037-#1#1	4807	5007	+
read_00001223	seq_1060-0037-#1#1	6442	6642	+
read_00001224	seq_1060-0037-#1#1	1118	1318	-
read_00001225	seq_1060-0037-#1#1	3323	3523	+
read_00001226	seq_1060-0037-#1#1	2309	2509	+
read_00001227	seq_1060-0037-#1#1	5927	6127	-
read_00001228	seq_1060-0037-#1#1	5690	5890	-
read_00001229	seq_1060-0037-#1#1	2586	2786	-
read_00001230	seq_1060-0037-#1#1	9465	9665	-
read_00001231	seq_1060-0037-#1#1	8810	9010	-
read_00001232	seq_1060-0037-#1#1	5219	5419	+
read_00001233	seq_1060-0037-#1#1	4212	4412	-
read_00001234	seq_1060-0037-#1#1	2808	3008	-
read_00001235	seq_1060-0037-#1#1	7472	7672	+
read_00001236	seq_1060-0037-#1#1	7173	7373	-
read_00001237	seq_1060-0037-#1#1	8238	8438	-
read_00001238	seq_1060-0037-#1#1	6968	7168	+
read_00001239	seq_1060-0037-#1#1	2956	3156	+
read_00001240	seq_1060-0037-#1#1	2598	2798	+
read_00001241	seq_1060-0037-#1#1	462	662	+
read_00001242	seq_1060-0037-#1#1	9825	10025	-
read_00001243	seq_1060-0037-#1#1	88	288	-
read_00001244	seq_1060-0037-#1#1	8480	8680	-
read_00001245	seq_1060-0037-#1#1	2137	2337	+
read_00001246	seq_1060-0037-#1#1	8936	9136	+
read_00001247	seq_1060-0037-#1#1	3266	3466	-
read_00001248	seq_1060-0037-#1#1	42	242	+
read_00001249	seq_1060-0037-#1#1	5527	5727	+
read_00001250	seq_1060-0037-#1#1	2056	2256	-
read_00001251	seq_1060-0037-#1#1	7945	8145	-
read_00001252	seq_1060-0037-#1#1	6700	6900	-
read_00001253	seq_1060-0037-#1#1	677	877	-
read_00001254	seq_1060-0037-#1#1	2508	2708	-
read_00001255	seq_1060-0037-#1#1	7676	7876	+
read_00001256	seq_1060-0037-#1#1	9330	9530	+
read_00001257	seq_1060-0037-#1#1	9571	9771	+
read_00001258	seq_1060-0037-#1#1	1996	2196	-
read_00001259	seq_1060-0037-#1#1	786	986	-
read_00001260	seq_1060-0037-#1#1	3985	4185	+
read_00001261	seq_1060-0037-#1#1	2490	2690	-
read_00001262	seq_1060-0037-#1#1	7981	8181	+
read_00001263	seq_1060-0037-#1#1	7133	7333	+
read_00001264	seq_1060-0037-#1#1	5089	5289	+
read_00001265	seq_1060-0037-#1#1	5764	5964	-
read_00001266	seq_1060-0037-#1#1	7783	7983	-
read_00001267	seq_1060-0037-#1#1	3124	3324	+
read_00001268	seq_1060-0037-#1#1	1541	1741	+
read_00001269	seq_1060-0037-#1#1	5656	5856	-
read_00001270	seq_1060-0037-#1#1	5558	5758	+
read_00001271	seq_1060-0037-#1#1	9229	9429	-
read_00001272	seq_1060-0037-#1#1	1131	1331	+
read_00001273	seq_1060-0037-#1#1	2745	2945	-
read_00001274	seq_1060-0037-#1#1	4278	4478	-
read_00001275	seq_1060-0037-#1#1	2240	2440	-
read_00001276	seq_1060-0037-#1#1	8928	9128	+
read_00001277	seq_1060-0037-#1#1	2373	2573	+
read_00001278	seq_1060-0037-#1#1	6673	6873	+
read_00001279	seq_1060-0037-#1#1	6231	6431	+
read_00001280	seq_1060-0037-#1#1	2002	2202	-
read_00001281	seq_1060-0037-#1#1	5035	5235	-
read_00001282	seq_1060-0037-#1#1	8377	8577	-
read_00001283	seq_1060-0037-#1#1	2281	2481	-
read_00001284	seq_1060-0037-#1#1	5360	5560	+
read_00001285	seq_1060-0037-#1#1	948	1148	-
read_00001286	seq_1060-0037-#1#1	441	641	-
read_00001287	seq_1060-0037-#1#1	8035	8235	+
read_00001288	seq_1060-0037-#1#1	3767	3967	+
read_00001289	seq_1060-0037-#1#1	454	654	-
read_00001290	seq_1060-0037-#1#1	4248	4448	-
read_00001291	seq_1060-0037-#1#1	2954	3154	+
read_00001292	seq_1060-0037-#1#1	4772	4972	-
read_00001293	seq_1060-0037-#1#1	5134	5334	+
read_00001294	seq_1060-0037-#1#1	5897	6097	+
read_00001295	seq_1060-0037-#1#1	2370	2570	-
read_00001296	seq_1060-0037-#1#1	1676	1876	-
read_00001297	seq_1060-0037-#1#1	6810	7010	+
read_00001298	seq_1060-0037-#1#1	5442	5642	-
read_00001299	seq_1060-0037-#1#1	9354	9554	-
read_00001300	seq_1060-0037-#1#1	2453	2653	+
read_00001301	seq_1060-0037-#1#1	7449	7649	-
read_00001302	seq_1060-0037-#1#1	6348	6548	-
read_00001303	seq_1060-0037-#1#1	3139	3339	+
read_00001304	seq_1060-0037-#1#1	3348	3548	-
read_00001305	seq_1060-0037-#1#1	9512	9712	-
read_00001306	seq_1060-0037-#1#1	5607	5807	+
read_00001307	seq_1060-0037-#1#1	3480	3680	-
read_00001308	seq_1060-0037-#1#1	150	350	-
read_00001309	seq_1060-0037-#1#1	952	1152	-
read_00001310	seq_1060-0037-#1#1	2923	3123	+
read_00001311	seq_1060-0037-#1#1	336	536	-
read_00001312	seq_1060-0037-#1#1	4439	4639	-
read_00001313	seq_1060-0037-#1#1	7593	7793	-
read_00001314	seq_1060-0037-#1#1	971	1171	+
read_00001315	seq_1060-0037-#1#1	9647	9847	+
read_00001316	seq_1060-0037-#1#1	8459	8659	+
read_00001317	seq_1060-0037-#1#1	7824	8024	-
read_00001318	seq_1060-0037-#1#1	9563	9763	+
read_00001319	seq_1060-0037-#1#1	8706	8906	+
read_00001320	seq_1060-0037-#1#1	3532	3732	-
read_00001321	seq_1060-0037-#1#1	8562	8762	-
read_00001322	seq_1060-0037-#1#1	7887	8087	-
read_00001323	seq_1060-0037-#1#1	1526	1726	+
read_00001324	seq_1060-0037-#1#1	3538	3738	+
read_00001325	seq_1060-0037-#1#1	8648	8848	+
read_00001326	seq_1060-0037-#1#1	4055	4255	-
read_00001327	seq_1060-0037-#1#1	8542	8742	+
read_00001328	seq_1060-0037-#1#1	2728	2928	-
read_00001329	seq_1060-0037-#1#1	2582	2782	-
read_00001330	seq_1060-0037-#1#1	4638	4838	+
read_00001331	seq_1060-0037-#1#1	9688	9888	-
read_00001332	seq_1060-0037-#1#1	7568	7768	+
read_00001333	seq_1060-0037-#1#1	7822	8022	+
read_00001334	seq_1060-0037-#1#1	8813	9013	-
read_00001335	seq_1060-0037-#1#1	5189	5389	+
read_00001336	seq_1060-0037-#1#1	2588	2788	+
read_00001337	seq_1060-0037-#1#1	7411	7611	-
read_00001338	seq_1060-0037-#1#1	8654	8854	-
read_00001339	seq_1060-0037-#1#1	7091	7291	-
read_00001340	seq_1060-0037-#1#1	2176	2376	+
read_00001341	seq_1060-0037-#1#1	8700	8900	+
read_00001342	seq_1060-0037-#1#1	7213	7413	+
read_00001343	seq_1060-0037-#1#1	2757	2957	+
read_00001344	seq_1060-0037-#1#1	583	783	+
read_00001345	seq_1060-0037-#1#1	7376	7576	+
read_00001346	seq_1060-0037-#1#1	1730	1930	-
read_00001347	seq_1060-0037-#1#1	8386	8586	+
read_00001348	seq_1060-0037-#1#1	3977	4177	+
read_00001349	seq_1060-0037-#1#1	842	1042	+
read_00001350	seq_1060-0037-#1#1	7905	8105	+
read_00001351	seq_1060-0037-#1#1	7774	7974	+
read_00001352	seq_1060-0037-#1#1	8119	8319	+
read_00001353	seq_1060-0037-#1#1	2889	3089	-
read_00001354	seq_1060-0037-#1#1	5002	5202	+
read_00001355	seq_1060-0037-#1#1	4608	4808	-
read_00001356	seq_1060-0037-#1#1	2786	2986	-
read_00001357	seq_1060-0037-#1#1	2351	2551	-
read_00001358	seq_1060-0037-#1#1	3132	3332	+
read_00001359	seq_1060-0037-#1#1	174	374	+
read_00001360	seq_1060-0037-#1#1	3122	3322	-
read_00001361	seq_1060-0037-#1#1	3	203	-
read_00001362	seq_1060-0037-#1#1	5875	6075	+
read_00001363	seq_1060-0037-#1#1	1072	1272	+
read_00001364	seq_1060-0037-#1#1	8580	8780	-
read_00001365	seq_1060-0037-#1#1	6811	7011	+
read_00001366	seq_1060-0037-#1#1	5433	5633	+
read_00001367	seq_1060-0037-#1#1	9049	9249	-
read_00001368	seq_1060-0037-#1#1	6403	6603	+
read_00001369	seq_1060-0037-#1#1	7500	7700	-
read_00001370	seq_1060-0037-#1#1	8854	9054	-
read_00001371	seq_1060-0037-#1#1	695	895	-
read_00001372	seq_1060-0037-#1#1	2925	3125	-
read_00001373	seq_1060-0037-#1#1	5992	6192	+
read_00001374	seq_1060-0037-#1#1	3703	3903	+
read_00001375	seq_1060-0037-#1#1	2924	3124	-
read_00001376	seq_1060-0037-#1#1	9377	9577	-
read_00001377	seq_1060-0037-#1#1	8808	9008	+
read_00001378	seq_1060-0037-#1#1	181	381	+
read_00001379	seq_1060-0037-#1#1	9215	9415	-
read_00001380	seq_1060-0037-#1#1	2885	3085	-
read_00001381	seq_1060-0037-#1#1	4606	4806	-
read_00001382	seq_1060-0037-#1#1	6292	6492	-
read_00001383	seq_1060-0037-#1#1	3977	4177	+
read_00001384	seq_1060-0037-#1#1	9357	9557	-
read_00001385	seq_1060-0037-#1#1	7566	7766	-
read_00001386	seq_1060-0037-#1#1	1726	1926	-
read_00001387	seq_1060-0037-#1#1	8045	8245	-
read_00001388	seq_1060-0037-#1#1	8555	8755	+
read_00001389	seq_1060-0037-#1#1	7459	7659	-
read_00001390	seq_1060-0037-#1#1	6205	6405	+
read_00001391	seq_1060-0037-#1#1	7684	7884	-
read_00001392	seq_1060-0037-#1#1	8845	9045	+
read_00001393	seq_1060-0037-#1#1	6986	7186	+
read_00001394	seq_1060-0037-#1#1	3150	3350	-
read_00001395	seq_1060-0037-#1#1	176	376	+
read_00001396	seq_1060-0037-#1#1	5814	6014	+
read_00001397	seq_1060-0037-#1#1	7094	7294	+
read_00001398	seq_1060-0037-#1#1	7630	7830	+
read_00001399	seq_1060-0037-#1#1	1414	1614	-
read_00001400	seq_1060-0037-#1#1	2369	2569	-
read_00001401	seq_1060-0037-#1#1	5006	5206	-
read_00001402	seq_1060-0037-#1#1	640	840	-
read_00001403	seq_1060-0037-#1#1	5007	5207	+
read_00001404	seq_1060-0037-#1#1	7322	7522	+
read_00001405	seq_1060-0037-#1#1	1917	2117	+
read_00001406	seq_1060-0037-#1#1	5774	5974	+
read_00001407	seq_1060-0037-#1#1	9113	9313	-
read_00001408	seq_1060-0037-#1#1	1041	1241	-
read_00001409	seq_1060-0037-#1#1	3121	3321	-
read_00001410	seq_1060-0037-#1#1	7737	7937	-
read_00001411	seq_1060-0037-#1#1	3534	3734	-
read_00001412	seq_1060-0037-#1#1	7123	7323	-
read_00001413	seq_1060-0037-#1#1	5531	5731	-
read_00001414	seq_1060-0037-#1#1	5207	5407	-
read_00001415	seq_1060-0037-#1#1	8280	8480	-
read_00001416	seq_1060-0037-#1#1	5997	6197	-
read_00001417	seq_1060-0037-#1#1	4887	5087	-
read_00001418	seq_1060-0037-#1#1	1204	1404	+
read_00001419	seq_1060-0037-#1#1	6327	6527	+
read_00001420	seq_1060-0037-#1#1	4096	4296	+
read_00001421	seq_1060-0037-#1#1	2280	2480	-
read_00001422	seq_1060-0037-#1#1	958	1158	+
read_00001423	seq_1060-0037-#1#1	9494	9694	-
read_00001424	seq_1060-0037-#1#1	1170	1370	-
read_00001425	seq_1060-0037-#1#1	2070	2270	-
read_00001426	seq_1060-0037-#1#1	3074	3274	-
read_00001427	seq_1060-0037-#1#1	5807	6007	-
read_00001428	seq_1060-0037-#1#1	4821	5021	+
read_00001429	seq_1060-0037-#1#1	1574	1774	+
read_00001430	seq_1060-0037-#1#1	8897	9097	+
read_00001431	seq_1060-0037-#1#1	7124	7324	-
read_00001432	seq_1060-0037-#1#1	8541	8741	-
read_00001433	seq_1060-0037-#1#1	3189	3389	+
read_00001434	seq_1060-0037-#1#1	2975	3175	+
read_00001435	seq_1060-0037-#1#1	447	647	+
read_00001436	seq_1060-0037-#1#1	178	378	-
read_00001437	seq_1060-0037-#1#1	1722	1922	-
read_00001438	seq_1060-0037-#1#1	556	756	+
read_00001439	seq_1060-0037-#1#1	8823	9023	+
read_00001440	seq_1060-0037-#1#1	4852	5052	+
read_00001441	seq_1060-0037-#1#1	6951	7151	-
read_00001442	seq_1060-0037-#1#1	9732	9932	-
read_00001443	seq_1060-0037-#1#1	4077	4277	-
read_00001444	seq_1060-0037-#1#1	4199	4399	+
read_00001445	seq_1060-0037-#1#1	5084	5284	-
read_00001446	seq_1060-0037-#1#1	4623	4823	+
read_00001447	seq_1060-0037-#1#1	6785	6985	-
read_00001448	seq_1060-0037-#1#1	9075	9275	+
read_00001449	seq_1060-0037-#1#1	2622	2822	+
read_00001450	seq_1060-0037-#1#1	5661	5861	+
read_00001451	seq_1060-0037-#1#1	1524	1724	+
read_00001452	seq_1060-0037-#1#1	609	809	+
read_00001453	seq_1060-0037-#1#1	8377	8577	-
read_00001454	seq_1060-0037-#1#1	565	765	+
read_00001455	seq_1060-0037-#1#1	2435	2635	-
read_00001456	seq_1060-0037-#1#1	8861	9061	+
read_00001457	seq_1060-0037-#1#1	4330	4530	+
read_00001458	seq_1060-0037-#1#1	5613	5813	-
read_00001459	seq_1060-0037-#1#1	3588	3788	+
read_00001460	seq_1060-0037-#1#1	946	1146	-
read_00001461	seq_1060-0037-#1#1	2668	2868	+
read_00001462	seq_1060-0037-#1#1	1756	1956	+
read_00001463	seq_1060-0037-#1#1	5570	5770	-
read_00001464	seq_1060-0037-#1#1	5043	5243	+
read_00001465	seq_1060-0037-#1#1	6661	6861	+
read_00001466	seq_1060-0037-#1#1	4299	4499	-
read_00001467	seq_1060-0037-#1#1	17	217	+
read_00001468	seq_1060-0037-#1#1	2238	2438	-
read_00001469	seq_1060-0037-#1#1	7190	7390	-
read_00001470	seq_1060-0037-#1#1	6756	6956	-
read_00001471	seq_1060-0037-#1#1	8296	8496	+
read_00001472	seq_1060-0037-#1#1	9183	9383	+
read_00001473	seq_1060-0037-#1#1	8918	9118	-
read_00001474	seq_1060-0037-#1#1	4947	5147	-
read_00001475	seq_1060-0037-#1#1	7423	7623	-
read_00001476	seq_1060-0037-#1#1	3377	3577	-
read_00001477	seq_1060-0037-#1#1	4821	5021	+
read_00001478	seq_1060-0037-#1#1	7739	7939	-
read_00001479	seq_1060-0037-#1#1	4078	4278	-
read_00001480	seq_1060-0037-#1#1	668	868	-
read_00001481	seq_1060-0037-#1#1	5008	5208	+
read_00001482	seq_1060-0037-#1#1	1951	2151	-
read_00001483	seq_1060-0037-#1#1	3258	3458	-
read_00001484	seq_1060-0037-#1#1	5012	5212	-
read_00001485	seq_1060-0037-#1#1	4395	4595	-
read_00001486	seq_1060-0037-#1#1	3096	3296	+
read_00001487	seq_1060-0037-#1#1	98	298	+
read_00001488	seq_1060-0037-#1#1	3516	3716	-
read_00001489	seq_1060-0037-#1#1	1343	1543	+
read_00001490	seq_1060-0037-#1#1	5950	6150	+
read_00001491	seq_1060-0037-#1#1	4686	4886	-
read_00001492	seq_1060-0037-#1#1	5693	5893	+
read_00001493	seq_1060-0037-#1#1	5274	5474	-
read_00001494	seq_1060-0037-#1#1	7432	7632	-
read_00001495	seq_1060-0037-#1#1	4410	4610	+
read_00001496	seq_1060-0037-#1#1	4959	5159	+
read_00001497	seq_1060-0037-#1#1	7625	7825	+
read_00001498	seq_1060-0037-#1#1	9767	9967	-
read_00001499	seq_1060-0037-#1#1	2799	2999	+
read_00001500	seq_1060-0037-#1#1	7621	7821	+
read_00001501	seq_1060-0037-#1#1	2228	2428	+
read_00001502	seq_1060-0037-#1#1	4629	4829	-
read_00001503	seq_1060-0037-#1#1	5414	5614	+
read_00001504	seq_1060-0037-#1#1	7373	7573	+
